Hash,From,To,Transaction Amount,TimeStamp,Fee
0x4a6c547cde451904138667ce8cecfdb6849f7a8bb001cd4e96f2c5611321f512,0x3eec521f2f3203683efb7f4259ebc0f52372dc50,0x7f268357a8c2552623316e2562d90e642bb538e5,0 ETH,0.014304601482780006,1655148579
0x4d33e2b8cd7f9168e74feecd03386779429a4040d1e6c4550d2dfd168689503a,0xc489af2db8d40690985a6c9a3c7cd4dde0a44110,0x7f268357a8c2552623316e2562d90e642bb538e5,1.093 ETH,0.014437217316685824,1655144433
0xdd993179d985442479a44589b8e06dc4ef526fc930c8613d4328a1eadf8f376c,0xf485e8f8c20a446e38db73714f570f678b611589,0x7f268357a8c2552623316e2562d90e642bb538e5,1.1 ETH,0.019141581246009336,1655142486
0x39665091be4efa48bef78cd10e588556a2037097ed106298cba7fb2ce192d761,0xe188c1ecf1171cbd0b6620dda06874a138abdf88,0x7f268357a8c2552623316e2562d90e642bb538e5,1.5 ETH,0.011893913793995564,1655140341
0x1d41165c2b5f6f891a6b919308a79338072d29793a035cf60de31496dbc2f0b6,0x157ea5120988c388e0a3666f6fbeb24cba207f62,0x7f268357a8c2552623316e2562d90e642bb538e5,1.12 ETH,0.025710637205368584,1655138954
0xd8d221d4c836687219bc8bfd157cde7fe86f913e39e402164af5fb1d51ec80c7,0x32a838eaf02aa1741976241b267c430d4ae4d6ca,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,5 ETH,0.016859152798874082,1643363724
0x894a7a17a89572988bc9d71fab860efd1292fca286a0ecc725837a1732b9d91b,0x32a838eaf02aa1741976241b267c430d4ae4d6ca,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.754333 ETH,0.0262045756529739,1643361956
0x571bdf4d3d6fca9fa5d22ed36ffd8b882150dc6cf28f2df5358b8fc0ea95a493,0x0c79e824e074c878e72a8693ee577e0b02e109b0,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.8 ETH,0.017651732736622726,1643361359
0x0510ea45cb1da52257410f5987f31bbac3275632595e1129fcede7ac85df220c,0x09b652cf4fc6da0095f0ed82cdc866a5f4b494c7,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.89 ETH,0.0177322135193246,1643361359
0xccf4b08b3980b333b9af2d56cf9d456eb160151318beeaf031c20f038a583409,0x068c0b630fddb7e5d1e3dc0d5a0fd3ee64e88e51,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.5 ETH,0.018792846184243038,1643360515
0x8ce082f07ebce501e2ee5b3378b0fc545b0930d48cceef1796892ce207a3fc3c,0x52adebe73ab8cee48765a616053359ac26e38c86,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,5 ETH,0.020876865893861612,1643360196
0x15c523e624c53495db09bdc021a9a38699e8df9b2ac10cd3c13d6ba7008ea6f0,0xec20c8fbab61f5095e40d87757425c4604dd838f,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.6 ETH,0.019764361953488148,1643360117
0x0faef4faa9b948faf6bef7d12efda14c362758c682ad6cbbf382d31a6bd8c158,0xc6e35adc43e857cee21d17394be9bc51320b4b0e,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.8 ETH,0.020364108469565868,1643359903
0x348232279d8014989113c8ecd9b44c8b656ab95686ca0a11dfddc2e533862b3b,0x2e8d27e4fcb9debd163eed1969651c8f27c4a07f,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.555 ETH,0.027495211,1643359006
0x18aca5445d476a2030f97273200adbe0b4ba7c2d0feea40bfe4eaf4218e3f9e5,0xd3be89c7dec4214b2f9f6fb0095e05002cd83822,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,5.88 ETH,0.027400908064527912,1643358965
0xfe389fed897e50e76657d8c71306666e1427af3f8d853134558072ef7a892c1c,0xa27ec45fa707acadc0909a88a0ecaf2d08ba9375,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,4.576 ETH,0.02872331744855334,1643357920
0x1ca72a706f7316f203beb4949e9273bb1bd3c1776785029e3ec102d1054aa0bb,0x7bd16221c898f29c2bb3931722043a6769dfe8ba,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,5 ETH,0.022103272485007992,1643357424
0xa97deac6d75b7e4ad23ae3d267c2b58372c8db11403127fab031a12e0bd9ff02,0x72bae53f8837333748266fabeb300befc8f9fd6a,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.009996942708599616,1631971647
0x15c19fd984889e52f35cf368dfbde8017f932e30887f4994a71177ad2a9f1277,0x72bae53f8837333748266fabeb300befc8f9fd6a,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.379 ETH,0.009133731353161486,1631971441
0x565823234eecab10cd1946ce5c31853d723254a9225aa06d809b3b4a01f6a4f2,0xd4d94c47244a7134342f0fa4e54451fcb8cefb06,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3888 ETH,0.010553314,1631971161
0xe1d825ffde08aa3eecf619a703c93648b72e4d860b27ef5a42aed1e6a35bd1de,0x030571c35b84e01613383d631c10cc8afaf83977,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.375 ETH,0.010971913745077228,1631970571
0xae76d7fa59bcf16c140636756c6b2ac83525eab471888c35c3d5a8af89a9fcf1,0xe4db287b45ae5d2d1a978089edb7fe9ce4fbac3d,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0 ETH,0.012706432645359505,1631970538
0xb06f4b46f7ba7997a437348874d82f4b2a8f51d1bd877da2a38b5ef62a03de6b,0x769d90059f3598e6d11a4cf21d75a82620b54650,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.37 ETH,0.009983952,1631969950
0x30a850905fe3ced48343982e54daf097888bb4fd13a8116bc14e0d5fe60de1c9,0x8894fd37a63d8959c748f639913aafd70bfc1678,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.010101663,1631969683
0x3f1eacea3cfc904b4c2990d36ebfe4a49d5080390cdd93d054998779cc39bb76,0xfe7362450442d88b5eaec50d144de98c7d1a93b4,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.389 ETH,0.011109324009064764,1631969461
0x95193ebfb1eb2ba0521bd6ae0fa74bdec6af8ac051caf19ea1035b2f8f3dc2b2,0xd4d94c47244a7134342f0fa4e54451fcb8cefb06,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.45 ETH,0.009110939,1631968764
0xdfaf105dcfd3adb667674a887e1caa1c729b47876ccb8393c727c5d8bbb113bb,0xe744544f50fc6bde59cd8ed3e656487d4791357f,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.009474722,1631968690
0xaaa7def1189b1ae4912fa31964fa6b5df26c05c928b1f7ad25f444bc0a8d7b6a,0x6279f489d1bfb9533f5ca3c55f22016682242118,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.369 ETH,0.009865090013654268,1631968490
0x39aea190d39664d0c91ef0aaff4a67fe88c1c34fb78c6a8d88801fc6c5448750,0x2964832028bd190c96446280ef1e67bd738eda45,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.45 ETH,0.01174393,1631968490
0x44a5fe82a3f84256e21d20d66cef0b33d2df2a9b8db60dd59c34f9cc749a6168,0x71b8a160c4a4b79ee5979f4af1da8e0a347aed29,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.37 ETH,0.010574292800934,1631968389
0x4b568b97ade55e0e16713671c186a5a558e30b90a01c4ed305c18ed52a3fcb83,0x41120313c3a305ac7d173efc89bd8a0fc850f843,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.00896336,1631967934
0x1202234cd5711734e0c0f087012bd8faab6af524a632249fccf625a8516f5e19,0x8894fd37a63d8959c748f639913aafd70bfc1678,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.375 ETH,0.008758035,1631967646
0xcd8216dd834ce595347471a81362b38ba0f47b9011d3cbb4d3c2c61680174d4d,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.010778320237737468,1631967515
0x0b1eef9e2db6c739bf429f3907b9ef9cd4d28bc5c3b04df2b0c3a9e052583fd0,0xcb63de5613de3add32a48c6736f34e1c8de5281b,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.009219081657826656,1631967498
0x6a8abaf6845847dc1b9e06eae2a8c465ba8d2edbb047736aeabb5021389a1bda,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.389 ETH,0.009255810583636272,1631967435
0x3f9c9fa466d0c87aece85fc3e331bfa2d066580d4a510bf4198aa7720384b5ec,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.009489333027371028,1631967271
0x22a0287b3e1ee978be4e8b56dba141e791c088bc3ea44ccb5e93fc705e9ad8fe,0xa5eae3eacf95a344cc5c54413729cf5331b9b495,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.375 ETH,0.012139928,1631967206
0xd54b47c91d5216ab7c3e75c36ee1f518d3a7263d6ed02eb7a44da4cf053c7306,0x7c2f8c6fb3ff0ddcf02b08698ecd18b6b4d64c06,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.379 ETH,0.011469401,1631966888
0x7285b6325966dc0a6ca7b8925a47df92bab7c702fd17f0eb0e715670b974632e,0x749fbcc4462b35ffd57ac6874a7b972a03a220dc,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.00833292301670742,1631966007
0x1b1c7cee45b08d12155d4e9b1b5146ce3d71488db14bc68d7753e0e6ac091432,0x8ad4caecda16e14e4cb8c31a1126fdc07c7c80b6,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.379 ETH,0.00899640880334952,1631965966
0xdcf7ea07ef58ffe40af0b511e555e9887be5d2f58975faf637bfdd7aebaec099,0x538cf264522fe642374ccec7cef0ab72d8f0ee61,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3796 ETH,0.008093291494916766,1631965769
0xd6fb808da070d2c1af856e23f804a38ea8572b1df9707a0f67613a9c61bdf5b1,0x6a4f485060a2c596ae57fc9056bd02c2c5ae0e1b,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.008272598298110016,1631965478
0x9ba0a82aea348b94ec7232c04fa2834cd22598ee9060c11b528c4d0a1880763f,0x983b0bf79af51df81e4e7da165d0b6f6335dc5b2,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3799 ETH,0.00692535410917982,1631965293
0xee52267ab65e1bf18b6a80d82b124399d7e36aeb52b079dc26eec2a49bb56ff1,0x7e6742def20e7625aacc149bcc1c43f367d343f5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0 ETH,0.014629632109537131,1631964712
0xdcfc8cf0ca0c6539461951a31198066b195e6bcace149e6ddf7fd4ab7b79f66e,0x73b32a58ecdec2e7ea77ccf62d4e523441be282b,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3799 ETH,0.007471231677459396,1631963896
0x6f1a89d70f9e00ebfb4f2a09d9b55142f2477371938f57bcf0a42322aee309df,0x278763f5bb331eafa6f1f04f40952f0b9d88ee58,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.009775453704701466,1631963050
0x9190286d4b89755aab897787de4e9b3351039a8390db31c967cf743b7cdda46a,0x8894fd37a63d8959c748f639913aafd70bfc1678,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3799 ETH,0.009725773,1631961879
0xacdc6993065d5505ac91eadbb581d1e0f25a72dac6e67abf4adadcf4af697e2d,0x8894fd37a63d8959c748f639913aafd70bfc1678,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.375 ETH,0.009283474,1631961847
0xa6740fb5b4a4038618cf00110f4ee63ddb8258a3722d453c3b832d6757eeeb8c,0x8894fd37a63d8959c748f639913aafd70bfc1678,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.369 ETH,0.00751865,1631961727
0x048805acb6b097afff016dd8222f8542c517c4e802ee23bcdce1f7dc5fe7ebd9,0x0ce390f18af702cca546297845a4a51d102123cf,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.00768238701251268,1631961555
0xa7af8f380fbd764926fccd8006f4fc885e36506b625f1f076ced8c56474dbe18,0x49c233d25768e462f0474390f653baf40dd592b2,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.008355581931632832,1631960881
0x6c2e1a4e916bfaaa2a089f34f48ba8b0575142bd0870e5544b2647351b32e824,0xb21a0562aca0525f63c874406b98790dc2774099,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3875 ETH,0.008428527479129826,1631960726
0xe88f9fa8c9119604db59f119e02e68ab9db1cc3b57876756f2bdd9d9387cb018,0xf48c1940281425c9ec83d9856b67e5d4b9a809d5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.44 ETH,0.010978867331848416,1631959761
0xaf21f4e7ddc09aa44f020591949869d4599f9e7e35d2c844738d9acc18b66c0c,0xf48c1940281425c9ec83d9856b67e5d4b9a809d5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.42 ETH,0.008635088811845102,1631958852
0xc9aa4cf83bc0b1727f87e29f5dffcaf87b3deb6060856760641738b6ae9d9b30,0x6ea484f5cfedc03fe3725d7139e145bdd6e5d320,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.65 ETH,0.007831311418186776,1631958623
0x7327fbf7f2015600d351184d15d8153724a44c3352c84d6c25151ec33a21dc76,0x8596027075a5892582b75a8ae226d8a9b1237bcf,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.00788182679413865,1631958029
0xb6c34708f7f8aa39b22290bd8d983f2463beba190197144cb1734341bb41909b,0x694367ea528240fec8172581282ff171a6ec39aa,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.010434297168752292,1631957647
0x25749c66a6d1615886650923a06192915100c3c9abe7193e7860ea5b3e8c7790,0x3a51b8134fab3b17d16f57d68897957b917902fa,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.00811449589884804,1631956630
0x5c6cc2f5ecfff8ae340976493996174e124dfe09dd1701821ef6045261e41e4b,0xa4e054bf3f2f5e7a356531587b197a2e1a1060dc,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.007380731648423372,1631956619
0x76be7bf9616437777390383b593180cdfafe3e1888a2c1b02bf724b305f277b7,0x8d3989436990e8f9cf76c23cb2b4f24416b08d58,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.383 ETH,0.0088332159023058,1631956518
0xef0f06ef1ab2866395e53164f1460613f688a810fab55035a15d9ee81fc23635,0x72ffc4810fdb4747d164be977025427a8085af16,0xef7f9d712a82ae54c6ece9d95b7e1ec7449747ed,0 ETH,0.021460267504601011,1631955797
0x63f4d2fc20cdfc2adf3876c655f82962113b34cdcf9a4a2dd5495ff5955fb951,0x016688628ad37cdf4f03b0475949fbee22ebf466,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.389 ETH,0.008248466841841392,1631955682
0xe8372689f47ae91cbef483e27feb3d95f288420d56272dce6fb84e622b1c13bd,0x1509ebd38118962ec6cb189e2b5b6782c9ae318f,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.008007722737317212,1631955646
0x16250d9390b92f1ca61baf60f42bff79a099931d145c667bd97555a0d8d7e42a,0x016688628ad37cdf4f03b0475949fbee22ebf466,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.009102267579927864,1631955559
0xdeb43f2fdf19dbeb20c8bb95560b2d5bfcf7c6091316730988690e9556920778,0xfed5b6f65d42af35b87795f5c05da2ac07a8aa4e,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.009439307,1631955292
0x63e4868cb27613e10975f06d7bf73323f3c4241db91c71abdf56921a04fd6da4,0xfed5b6f65d42af35b87795f5c05da2ac07a8aa4e,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.95 ETH,0.007995746,1631955292
0x51c75572f0194f9a01a08b2ad318f32fb51bf131e8eee85c38aa906edba791c1,0xcbaeb4e1496e85ef3d99e28ba809db4a388e8382,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.007767933920650384,1631955223
0x394e9f1ad37fd82c1af6649e29317710b1b5b62e9f3b920ded97dc8a97aa788a,0xdd1df994af2fb033b4d5325f6a8b7cf8eff54b4c,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.008756664533652338,1631955090
0xa582014ebb8d9f5476b5c2519922de59a0a7057ea869999986ce56a8dd0435c7,0x48468948b968d3d84781fd3b32ac30d676f8d995,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3799 ETH,0.008336718020859854,1631954920
0x948e392c45a1385422a8b98cdd35f35379156cf0b1d51f20dceb95afdb06a5e2,0xf48c1940281425c9ec83d9856b67e5d4b9a809d5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.008357384153782164,1631954920
0xee81ffe9fd468393cf80a03d4da64162662fea405b909c13fbb03995d1c0d117,0xf03d325da6e979c0103b80c7da637098c508c77a,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.69 ETH,0.008370847613404298,1631954663
0x43360f4127da9473499a91fe2bf21c60a9c7f103ed78c0e82ea4483986ee2d68,0x42e629df65cd293cd39a43fc404053090168f338,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.36 ETH,0.01136941975059715,1631953799
0x0c66263eaa5c607d145e71337f1d63d200eeb2323a482fa617e7e3c2a80e6e42,0xb98c4644b5d9f39f2a495f7347381e297357ae6c,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.37 ETH,0.00982452779865778,1631953617
0x65631a7002ab44674db97ae28601b70dced9f862a8542e9cf617f705cfc3fd15,0x149b25b5878e26594c183469da57e90d833dd892,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.375 ETH,0.010076547239180592,1631952933
0x2ed9e7d0b5a4245fb3ef95f580bd5e00d0c6f4dce6441a067628cf59c487705c,0x671ebe397bed248c62fa13f3f976ab38523afc87,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.359 ETH,0.009194518,1631952713
0x6803c84847beb10c06dfb97691790f629270a7a857b2f9e0f59955386c5db4b5,0xf655cb572e8b09e554b73e7d24916314771bde53,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.36 ETH,0.0096262498538976,1631952231
0x96909e3ad434e379a306ddc47574790ec15d8bea0b3ce685e5eb482a734e0348,0x76e907c74689b57fce2f207aa82cd78d4c4b25dd,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.359 ETH,0.00809402653833436,1631952132
0x019bb0d7f06abed3e623d5ff0b7c1adcf2c0b8c99850a03bc0d693bd2d2633cc,0xac70180bd527e4ccb3d8049c7e7d4b7d6d0e4110,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.010122256627020762,1631952000
0x79db2c0a751c7331b8f554826b3518c5f7a9f2ce02f0907363b2e1112ed8ed98,0x292c20b1d44c875544e2de5c2ea1ddde56d37db6,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.36 ETH,0.009958305968912496,1631951953
0x902fea1bd0823538120dec0250e5bd8fa538794af5249ca29c78f17e408e7e18,0x88004a0f6e7dfc2ef21c49b614eb0a3569e29525,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.01064870264370062,1631951853
0xb91d05c7b2b296a3d5758763da57b67a56212005185fc6809a6cdef97c649b7b,0xdbb70ac885fee2e118fc7d35f1fa29d030e09e11,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.009116956671654422,1631951412
0xc0035de622cc330cc24e4e5b088a5eedbab684f993e68d2a6edf2a847e92a775,0x960b1a74abe556689d1f1e793124f4f8ef27303b,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.349 ETH,0.008123682055120086,1631951166
0xc45ecb0f01d1cb24d4e0e255f40cc1ff4e6d688e8ea7e21d003dbc65c4b7dece,0x6f67a4ee7b049447203629d8f71534b7c5309410,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.00915418761001039,1631951125
0xf09293c86c86cae0c51e3697f1a7d76644d9a4baecbe74f2c8abd78118ff6aa0,0x1df228a8933a9f63a4be80ad9f701922a3eaec13,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.349 ETH,0.009687419974641912,1631951010
0x3874b6ebe183924ffe789d92a68660b0addf5ca7763143071ba796a6dd41882e,0x85b8c953146e0017dc071d8cba36faa8928a2b67,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.377 ETH,0.01090633154144443,1631950901
0x293709d5e173d0db7e171a0d84fd652228829807bcb95cb1f77342add8f87f54,0x97cfdade0216433df7dd4a1ea324ea65fa31f6f3,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.00999468618132402,1631950849
0x667b9870b4afbda648a930b474a5685f8fccf012bc53d10104886efb82834817,0x0d975ea58d5a8c2cb28c868972772fdc3e94d961,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.42 ETH,0.007757646411948212,1631950695
0x9c1cf291f3d884f8626bf81ba232a32a1b1fc60d4800f832cb1fe52a52d9a20d,0xc0ebdde6e56b86a4fc3166eb431df2d8a9dccfb9,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.3469 ETH,0.009806290424402004,1631950612
0x6ddd63ed03becc6d67a8cb276df0f26187394ab117672451399b613dc6c82dae,0xda411ac9bf6eb52a7a396df4ff231b62261aa75d,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.009360943248670122,1631950612
0x460953f1998f7adc89f60d8d989f088df4df7a1b889a0c0962cd80ee53550835,0xf68979fb94e25809cc9be8904fca879db071efc5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.010266911381784456,1631950508
0x17f2ab72aa61e532aa02bc16806ad580d61b59df04bd1b2eee41910dc4afbd51,0xda411ac9bf6eb52a7a396df4ff231b62261aa75d,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.010268542258314444,1631950508
0xc1989a2155b9adea7aac6aed41578a76c8003c4a3f32627906890eaa2f0be02b,0x4b01b11076be67e07ce491159ff045852de4cbfd,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.348 ETH,0.010437216,1631950247
0x29808daaf465dd42b690ff02cefe15808f9a6796dd6fe9ed19e7151f57569747,0x0289b7b58bfc51cab40df27df80fd1824f06bc97,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.383 ETH,0.010845806,1631950098
0x3583ba0dfe0462ffcecdef655c285c93a898fdac92b180f0fdad515cc9ffccb5,0x3a51b8134fab3b17d16f57d68897957b917902fa,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.39 ETH,0.010013394595186384,1631949854
0x5f475a748860ab5cbfa4b2b7b45ebd5955cc0683cf26aefd9fb1db0648a02052,0xa6db9342ef4733140b52a6f4130e29e6b8e04d9d,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.38 ETH,0.00814150937638541,1631949419
0x3186b5f4a542c10393b67bc898c6aaee2c1e2dccbaebd8efa658bfda6cc42c00,0x43621742e11f258c89db0b3fa4a0c912cd223f06,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.36 ETH,0.0075270001962945,1631949314
0xe8b1476083c697e949f1c9036431e19e7a90a65da532e506e126606e7509cb83,0x42748b496dffebc0a8c9483848e80e28767217fb,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.55 ETH,0.008328551,1631949184
0x2e0610f23b16c8a679a2b86ff4fbeb02fc467400b294ad3207a26e1aac84b760,0x42748b496dffebc0a8c9483848e80e28767217fb,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.58 ETH,0.009995924,1631949099
0xc3f5ba40400669a774e4fa37b540ae4c40f22585b3cf6993889c7b69a13a8460,0x42748b496dffebc0a8c9483848e80e28767217fb,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.55 ETH,0.011186536,1631948873
0x8a58d512ffe40d356736acd7f9245a85cfafce08ae1ead9b71255a191e1f1472,0xac3aad9a7fdfc1a4c548057a5dd1408d9e26ca00,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.4 ETH,0.00924125445394118,1631948873
0xd0dd58770449065863ec200cc1455e29e38b2b51c0e220f2b11cc4c916853ad9,0xf48c1940281425c9ec83d9856b67e5d4b9a809d5,0x7be8076f4ea4a4ad08075c2508e481d6c946d12b,0.35 ETH,0.01047307389262452,1631948656
